,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
3457,518.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3458,89.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3459,1302.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3460,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3461,103.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3462,251.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3463,71.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3464,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3465,579.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3466,44.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3467,32.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3468,596.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3469,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3470,523.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3471,125.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3472,688.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3474,214.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3475,3689.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3476,1362.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3477,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3478,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3479,97.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3480,519.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3481,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3482,1312.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3483,60.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3484,111.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3485,104.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3486,1002.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3487,35.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3488,1510.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3489,646.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3490,273.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3491,35.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3492,747.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3493,323.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3494,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3495,293.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3496,72.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3497,974.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3498,249.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3499,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3500,482.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3501,85.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3502,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3503,128.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3504,1814.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3505,1487.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3506,75.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3507,153.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3508,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3509,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3510,326.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3511,455.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3512,59.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3513,78.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3514,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3515,520.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3516,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3517,4160.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3518,176.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3519,57.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3520,95.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3521,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3522,21.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3523,89.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3524,43.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3525,1852.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3526,224.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3527,212.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3528,86.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3529,220.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3530,646.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3531,2027.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3532,47.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3533,156.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3534,128.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3535,866.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3536,19.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3537,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3538,274.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3539,78.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3540,248.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3541,694.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3542,21.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3543,12.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3544,83.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3545,192.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3546,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3547,426.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3548,86.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3549,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3550,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3551,800.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3552,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3553,137.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3554,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3555,146.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3556,404.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3558,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3559,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3560,540.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3561,116.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3562,41.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3563,676.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3564,240.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3565,992.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3566,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3567,939.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3568,903.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3569,692.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3570,188.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3571,386.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3572,70.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3573,29.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3574,107.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3575,564.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3576,21.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3577,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3578,429.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3579,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3580,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3581,1926.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3582,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3583,682.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3584,899.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3585,1703.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3586,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3587,78.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3588,115.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3589,360.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3590,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3591,75.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3592,53.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3593,94.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3594,41.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3595,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3596,565.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3597,393.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3598,149.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3599,652.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3600,52.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3601,3459.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3602,76.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3603,246.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3604,1739.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3605,294.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3606,70.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3607,20.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3608,38.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3609,592.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3610,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3611,1745.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3612,927.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3613,64.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3614,561.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3615,478.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3616,1251.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3617,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3618,2866.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3619,692.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3620,18.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3621,97.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3622,533.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3623,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3624,709.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3625,12.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3626,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3627,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3628,290.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3629,122.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3630,670.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3631,54.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3632,125.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3633,46.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3634,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3635,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3636,25.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3637,309.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3638,83.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3639,30.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3640,149.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3641,29.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3642,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3643,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3644,145.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3645,516.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3646,34.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3647,958.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3648,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3649,813.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3650,348.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3651,1585.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3652,804.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3653,55.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3654,83.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3655,1027.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3656,62.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3657,668.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3658,269.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3659,935.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3660,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3661,101.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3662,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3663,270.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3664,200.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3665,143.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3666,108.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3667,165.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3668,90.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3669,52.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3670,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3671,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3672,121.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3673,235.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3674,85.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3675,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3676,770.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3677,1003.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3678,102.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3679,99.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3680,82.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3681,45.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3682,170.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3683,137.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3684,235.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3685,330.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3686,979.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
